,Word,PN
11725,墓,-0.7182970000000001
11726,墓参,0.0
11727,墓場,0.0
11728,墓地,-0.5661010000000001
11729,母音,0.0
11730,母集団,0.0
11731,母性愛,0.00379926
11732,菩薩,0.0
11733,菩提心,0.391711
11734,包囲,-0.511383
11735,包囲網,0.0
11736,包茎,-0.240071
11737,包容力,0.3
11738,呆れ顔,0.0
11739,呆気,-0.994251
11740,呆然,-0.781537
11741,報い,0.0
11742,報告数,0.0
11743,報酬,0.492898
11744,報奨,0.0
11745,報奨金,0.3
11746,報道陣,0.0
11747,報道被害,-0.3
11748,報復,-0.497684
11749,報復攻撃,-0.3
11750,奉加,0.22796
11751,奉仕,0.0
11752,奉祝,0.3
11753,宝石,0.186997
11754,宝刀,0.06077290000000001
11755,宝物,0.06146810000000001
11756,峰打ち,-0.167771
11757,崩れ,-0.5421
11758,崩壊,-0.530343
11759,崩御,-0.242739
11760,崩落,-0.452292
11761,抱腹絶倒,0.0
11762,放逸,-0.426937
11763,放下,0.0
11764,放火魔,-0.3
11765,放棄,0.0
11766,放射線,-0.560393
11767,放射線障害,-0.3
11768,放射能,-0.598318
11769,放射能汚染,-0.3
11770,放射能漏れ,-0.3
11771,放縦,-0.572671
11772,放出,-0.578886
11773,放水,0.0
11774,放線菌,0.0
11775,放送禁止,-0.3
11776,放置,-0.39374
11777,放蕩,-0.997381
11778,放熱,0.0
11779,放念,0.0
11780,放漫,-0.5157010000000001
11781,放浪,-0.515706
11782,放恣,-0.571261
11783,方位,0.0
11784,方形,0.0
11785,方向音痴,-0.3
11786,方策,0.0
11787,方法,0.948569
11788,法悦,0.984702
11789,法規制,0.0
11790,法整備,0.0
11791,法曹,0.229147
11792,法的根拠,0.3
11793,法的責任,0.0
11794,法典,0.45861
11795,法難,-0.377562
11796,法務,0.0
11797,法律違反,-0.3
11798,法律問題,0.0
11799,法力,0.00898721
11800,泡,0.0
11801,砲撃,0.0
11802,砲弾,-0.5577439999999999
11803,胞子,0.0
11804,芳志,0.0601901
11805,芳醇,0.994114
11806,芳情,0.224439
11807,蜂,-0.575244
11808,訪問,0.0
11809,訪問看護,0.0
11810,訪問者,0.0
11811,豊か,0.3
11812,豊かさ,0.3
11813,豊艶,0.924504
11814,豊漁,0.463847
11815,豊凶,0.0
11816,豊作,0.986572
11817,豊穣,0.3
11818,豊年,0.963741
11819,豊年満作,0.3
11820,豊富,0.3
11821,豊麗,0.00633642
11822,豊饒,0.430667
11823,飽き,-0.602117
11824,飽き性,-0.991949
11825,飽き飽き,-0.3
11826,飽食,0.0
11827,飽満,0.5787220000000001
11828,鳳凰,0.0
11829,乏しさ,-0.3
11830,亡骸,-0.640137
11831,亡魂,-0.306762
11832,亡失,-0.107995
11833,亡者,0.0
11834,亡羊の嘆,-0.3
11835,亡霊,-0.599666
11836,傍若無人,-0.3
11837,剖検,0.0
11838,坊主,0.0
11839,妨げ,-0.3
11840,妨害,-0.446072
11841,忘れ,-0.3
11842,忘れ物,-0.337968
11843,忘失,-0.482069
11844,忙しさ,0.0
11845,暴圧,-0.07635360000000001
11846,暴漢,-0.992824
11847,暴虐,-0.995869
11848,暴挙,-0.990389
11849,暴君,-0.990812
11850,暴言,-0.446961
11851,暴行,-0.63051
11852,暴行事件,-0.3
11853,暴状,-0.643181
11854,暴走,-0.287418
11855,暴走行為,-0.3
11856,暴走族,-0.3
11857,暴徒,-0.990042
11858,暴投,-0.3
11859,暴騰,-0.14638199999999998
11860,暴動,-0.992135
11861,暴発,-0.456125
11862,暴評,-0.3
11863,暴風,-0.452825
11864,暴風雨,0.0
11865,暴落,-0.984796
11866,暴力,-0.725286
11867,暴力行為,-0.3
11868,暴力沙汰,-0.3
11869,暴力事件,-0.3
11870,暴力性,-0.3
11871,暴力団,-0.989343
11872,暴露,-0.989858
11873,暴論,-0.446118
11874,望み,0.211138
11875,望洋の嘆,-0.3
11876,棒下げ,-0.3
11877,棒球,0.0
11878,棒上げ,-0.3
11879,冒険,0.0
11880,冒険心,0.3
11881,膨満,-0.3
11882,謀反,-0.7468899999999999
11883,貿易収支,0.0
11884,貿易赤字,-0.3
11885,貿易摩擦,-0.3
11886,防衛,0.0
11887,防疫,0.0
11888,防火,0.0
11889,防寒,0.0
11890,防空頭巾,0.0
11891,防御,0.0
11892,防御力,0.3
11893,防災,0.0
11894,防災訓練,0.0
11895,防止,0.557018
11896,防除,0.0
11897,防食,0.0
11898,防水,0.0
11899,防水性,0.3
11900,防毒,0.0
11901,防犯,0.0
11902,防腐,0.0
11903,北京語,0.0
11904,北朝鮮,0.0
11905,北魏,0.0
11906,墨,0.0
11907,墨守,0.0
11908,撲滅,0.0
11909,朴訥,0.3
11910,牧神,0.0
11911,牧羊神,0.0
11912,勃起,0.0
11913,勃興,0.138383
11914,没,-0.785299
11915,没我,0.0
11916,没落,-0.975572
11917,奔走,0.0
11918,奔騰,-0.322952
11919,奔放,0.0
11920,本格,0.23395700000000005
11921,本格焼酎,0.0
11922,本気,0.0212263
11923,本規約,0.0
11924,本質,0.0
11925,本然,0.648249
11926,本尊,0.323408
11927,本調子,0.295265
11928,本土決戦,0.0
11929,本当,0.500804
11930,本能,0.0
11931,本病,-0.3
11932,本物,0.551066
11933,本分,0.48841
11934,本編,0.0
11935,本名,0.0
11936,本命,0.0
11937,本来,0.0
11938,本塁打,0.3
11939,凡ミス,-0.3
11940,凡作,-0.551998
11941,凡手,0.0
11942,凡戦,-0.3
11943,凡打,-0.3
11944,凡退,-0.3
11945,摩擦,0.0
11946,摩耗,0.0
11947,磨耗,-0.3
11948,魔,-0.916001
11949,魔王,0.0
11950,魔球,0.0
11951,魔手,-0.6543939999999999
11952,魔女,0.0
11953,魔女狩り,-0.3
11954,魔神,-0.971552
11955,魔人,-0.3
11956,魔性,-0.318325
11957,魔族,-0.3
11958,魔道,0.0
11959,魔物,-0.6391600000000001
11960,魔羅,-0.368651
11961,魔力,0.0
11962,麻疹,-0.715212
11963,麻薬,-0.472519
11964,麻痺,-0.610039
11965,埋め立て,0.0
11966,埋蔵金,0.0
11967,埋蔵文化財,0.0
11968,毎日更新,0.0
11969,末期,-0.499661
11970,末期ガン,-0.3
11971,末期癌,-0.3
11972,末期症状,-0.3
11973,末広がり,0.3
11974,万が一,0.0
11975,万引,-0.275769
11976,万引き,-0.3
11977,万死,-0.203356
11978,万謝,0.550454
11979,万全,0.3
11980,万難,-0.440534
11981,万能,0.07360739999999999
11982,万病,-0.979996
11983,万福,0.160628
11984,万万歳,0.170086
11985,慢性,-0.591675
11986,慢性肝炎,-0.3
11987,慢性関節リウマチ,-0.3
11988,慢性疾患,-0.3
11989,慢性病,-0.3
11990,満員,0.0
11991,満悦,0.97705
11992,満開,0.117978
11993,満喫,0.201633
11994,満載,0.596635
11995,満作,0.98222
11996,満室,-0.3
11997,満車,0.0
11998,満州,0.0
11999,満州事変,-0.3
12000,満身創痍,-0.3
12001,満席,0.258722
12002,満足,0.994414
12003,満足感,0.3
12004,満足度,0.3
12005,満点,0.0815285
12006,満杯,0.0
12007,満腹,0.259221
12008,満腹感,0.3
12009,満満,0.0
12010,満塁,0.224936
12011,漫画家,0.0
12012,漫然,-0.26820900000000003
12013,漫罵,-0.993836
12014,蔓延,-0.997309
12015,味,0.8778520000000001
12016,味わい,0.978395
12017,味覚,0.4110720000000001
12018,味見,0.0
12019,味方,0.386752
12020,味方・身方,0.3
12021,未刊,0.0
12022,未完成,-0.477631
12023,未熟,-0.900988
12024,未熟さ,-0.3
12025,未熟者,-0.3
12026,未曾有,0.0
12027,未納,-0.559967
12028,未病,-0.3
12029,未来,0.635283
12030,未練,-0.979362
12031,魅,0.416733
12032,魅了,0.154746
12033,魅力,0.0638471
12034,密命,0.0
12035,脈,0.0
12036,妙,0.0
12037,妙案,0.992531
12038,妙技,0.988117
12039,妙手,0.389823
12040,民間企業,0.0
12041,民主,0.0
12042,民主化,0.3
12043,民主主義,0.0
12044,民族差別,-0.3
12045,民力,0.0
12046,眠さ,-0.3
12047,眠たさ,-0.3
12048,眠り,0.790421
12049,眠気,-0.4547229999999999
12050,夢,0.0
12051,夢中,0.0
12052,夢中遊行症,-0.3
12053,夢魔,-0.992252
12054,夢遊病,-0.37599
12055,夢寐,0.599533
12056,無愛想,-0.995069
12057,無意味,-0.255715
12058,無一物,-0.269683
12059,無一文,-0.11316199999999997
12060,無益,-0.992742
12061,無遠慮,-0.0697562
12062,無音部分,0.0
12063,無我,0.0
12064,無害,0.982803
12065,無学,-0.202767
12066,無関心,0.0
12067,無機質,-0.3
12068,無気力,-0.365181
12069,無軌道,-0.402566
12070,無休,-0.033474800000000006
12071,無限,0.0
12072,無限ループ,-0.3
12073,無呼吸,-0.3
12074,無呼吸症候群,-0.3
12075,無効,-0.637316
12076,無口,0.0
12077,無垢,0.30809000000000003
12078,無彩色,-0.3
12079,無策,-0.128545
12080,無雑作,-0.3
12081,無惨,-0.3
12082,無産,-0.259531
12083,無残,-0.3
12084,無残・無惨,-0.3
12085,無私,0.0
12086,無視,-0.678049
12087,無事,0.583328
12088,無事故,0.3
12089,無慈悲,-0.995823
12090,無識,0.0
12091,無実,0.0
12092,無邪気,0.171154
12093,無傷,0.357114
12094,無償,0.0
12095,無情,-0.991579
12096,無条件,0.0
12097,無心,0.3
12098,無神経,-0.982065
12099,無人島,0.0
12100,無精,-0.994916
12101,無声,0.0
12102,無責任,-0.985854
12103,無節操,-0.3
12104,無銭,-0.0720409
12105,無造作,-0.0223942
12106,無造作・無雑作,-0.3
12107,無駄,-0.961562
12108,無駄遣い,-0.0199173
12109,無駄使い,-0.3
12110,無断,-0.28304
12111,無断リンク,-0.3
12112,無断使用,-0.3
12113,無知,-0.433894
12114,無秩序,-0.3
12115,無茶,-0.793808
12116,無茶苦茶,-0.454149
12117,無調法,-0.993686
12118,無痛,0.0
12119,無敵,0.274109
12120,無添加,0.0
12121,無難,0.0
12122,無念,-0.987033
12123,無念さ,-0.3
12124,無念無想,-0.3
12125,無能,-0.495823
12126,無能力,-0.497971
12127,無農薬,0.0
12128,無敗,0.3
12129,無筆,-0.30359
12130,無病息災,0.3
12131,無風流,-0.3
12132,無風流・不風流,-0.3
12133,無法,-0.595442
12134,無謀,-0.195057
12135,無防備,-0.3
12136,無名,-0.180755
12137,無明,-0.06484069999999999
12138,無目的,-0.3
12139,無様,-0.992806
12140,無用,-0.692725
12141,無頼,0.0
12142,無理,-0.921332
12143,無理難題,-0.3
12144,無料,0.117573
12145,無料化,0.0
12146,無力,-0.988855
12147,無力さ,-0.3
12148,無力感,-0.3
12149,無礼,-0.699704
12150,矛盾,-0.408955
12151,矛盾点,-0.3
12152,霧,-0.693607
12153,冥加,0.99054
12154,冥福,-0.158413
12155,冥利,0.989499
12156,名,0.890971
12157,名うて,0.987081
12158,名セリフ,0.3
12159,名案,0.991618
12160,名医,0.992181
12161,名演,0.3
12162,名家,0.990221
12163,名花,0.972723
12164,名曲,0.984804
12165,名言,0.29643800000000003
12166,名工,0.466538
12167,名作,0.992322
12168,名残,-0.3
12169,名残り,-0.3
12170,名手,0.987212
12171,名所,0.427983
12172,名勝,0.988978
12173,名勝負,0.3
12174,名匠,0.986715
12175,名乗り,0.3
12176,名場面,0.3
12177,名人,0.168299
12178,名声,0.995929
12179,名前,0.0
12180,名代,0.0126172
12181,名台詞,0.3
12182,名店,0.00797667
12183,名馬,0.99202
12184,名品,0.9943
12185,名物,0.0963538
12186,名聞,0.986794
12187,名門,0.980739
12188,名誉,0.3
12189,名誉毀損,-0.3
12190,名利,0.386703
12191,名流,0.207791
12192,命,0.654968
12193,命がけ,0.3
12194,命取り,-0.207913
12195,命拾い,0.0
12196,命終,-0.971832
12197,命脈,0.236243
12198,命冥加,0.952512
12199,明らか,0.0
12200,明るさ,0.3
12201,明暗,0.0
12202,明解,0.3
12203,明快,0.3
12204,明確,0.3
12205,明確化,0.0
12206,明記,0.0
12207,明鏡止水,0.0187374
12208,明治維新,0.0
12209,明示,0.0
12210,明神,0.0
12211,明日,0.600093
12212,明白,0.0
12213,明明白白,0.2247
12214,明瞭,0.3
12215,明瞭度,0.3
12216,明朗,0.3
12217,明媚,0.982346
12218,明晰,0.055256500000000014
12219,迷い,-0.3178
12220,迷子,-0.280184
12221,迷信,-0.980765
12222,迷走,-0.180914
12223,迷路,0.0
12224,迷惑,-0.99573
12225,迷惑メール,-0.3
12226,迷惑行為,-0.3
12227,迷惑電話,-0.3
12228,銘,0.330436
12229,鳴き,0.0
12230,鳴り,0.0
12231,鳴子,0.0
12232,滅菌,0.0
12233,滅私,0.0
12234,滅失,-0.103467
12235,滅亡,-0.963121
12236,免疫,0.68378
12237,免疫応答,0.0
12238,免疫機能,0.3
12239,免疫不全,-0.3
12240,免疫力,0.3
12241,免許,0.0
12242,免許皆伝,0.20171
12243,免除,0.0
12244,免税,0.0
12245,面々,0.0
12246,面影,0.0
12247,面汚し,-0.303
12248,面子,0.0
12249,面倒,-0.997723
12250,面罵,-0.990404
12251,面白さ,0.3
12252,面白み,0.3
12253,面白味,0.3
12254,面目,0.564767
12255,面疔,-0.251956
12256,模倣,0.0
12257,模様,0.0
12258,模様替え,0.0
12259,妄執,-0.315859
12260,妄信,-0.3
12261,妄想,-0.973106
12262,妄念,-0.0528573
12263,妄評,-0.6425930000000001
12264,毛玉,0.0
12265,毛嫌い,-0.392774
12266,毛虫,-0.462063
12267,毛筆,0.0
12268,毛並み,0.0
12269,猛スピード,0.0
12270,猛威,-0.237162
12271,猛火,-0.988802
12272,猛禽,0.0
12273,猛攻,0.0
12274,猛暑,-0.996743
12275,猛打,0.0
12276,猛追,0.0
12277,猛爆,0.0
12278,猛反撃,0.0
12279,猛反対,0.0
12280,猛反発,0.0
12281,盲腸,-0.546624
12282,盲腸炎,-0.371033
12283,盲点,-0.3
12284,盲目,-0.0846903
12285,網タイツ,0.0
12286,網膜症,-0.3
12287,網膜剥離,-0.3
12288,蒙古,0.0
12289,蒙昧,-0.286234
12290,木くず,-0.3
12291,木陰,0.0
12292,木精,0.0
12293,木造,0.0
12294,木霊,0.0
12295,黙許,0.0
12296,黙諾,0.0
12297,黙認,0.0
12298,目,0.0
12299,目くじら,-0.994063
12300,目くらまし,-0.3
12301,目つき,0.0
12302,目の上のこぶ,-0.3
12303,目の上のこぶ／のたんこぶ,-0.3
12304,目の上のたんこぶ,-0.3
12305,目の敵,-0.539249
12306,目やに,-0.3
12307,目隠し,-0.358069
12308,目覚まし,0.0
12309,目詰まり,-0.3
12310,目視,0.0
12311,目処,0.0
12312,目障り,-0.260064
12313,目新しさ,0.0
12314,目切れ,-0.296937
12315,目端,0.0
12316,目潰し,-0.5290159999999999
12317,目的,0.0
12318,目的意識,0.3
12319,目的達成,0.3
12320,目的物,0.0
12321,目途,0.460818
12322,目標,0.6694140000000001
12323,目標達成,0.3
12324,目腐れ,-0.616479
12325,目利き,0.409339
12326,目眩,-0.996561
12327,尤物,0.990532
12328,籾,0.0
12329,問,0.0
12330,問い合わせ,0.0
12331,問責,-0.240105
12332,問題,-0.716755
12333,問題意識,0.461315
12334,問題解決,0.3
12335,問題解決能力,0.3
12336,問題行動,-0.3
12337,問題点,-0.3
12338,問答,0.0
12339,悶絶,-0.992537
12340,悶着,-0.7906449999999999
12341,紋章,0.0
12342,門違い,-0.3
12343,門出,0.0
12344,門前払い,-0.3
12345,夜寒,0.0
12346,夜泣き,-0.207993
12347,夜行性,0.0
12348,夜叉,-0.580438
12349,夜襲,-0.34738600000000003
12350,夜盗,-0.657224
12351,夜働き,0.0
12352,夜尿症,-0.460597
12353,夜這い,-0.3
12354,夜盲症,-0.3
12355,夜遊び,-0.119519
12356,爺さん,0.0
12357,野球,0.0
12358,野犬,-0.111762
12359,野菜不足,-0.3
12360,野次,-0.722742
12361,野次馬,-0.5439890000000001
12362,野心,0.0
12363,野性味,0.3
12364,野生,0.0
12365,野選,0.0
12366,野鳥,0.0
12367,野盗,-0.3
12368,野蛮,-0.791745
12369,野放図,-0.3
12370,野望,0.0
12371,厄,-0.740955
12372,厄介,-0.826232
12373,厄難,-0.7652760000000001
12374,役者が一枚上,0.3
12375,役不足,-0.187209
12376,役務,0.0
12377,約１０年,0.0
12378,約１ヶ月,0.0
12379,約１年,0.0
12380,約２０年,0.0
12381,約２年,0.0
12382,約３週間,0.0
12383,約３年,0.0
12384,約５年,0.0
12385,約一ヶ月,0.0
12386,約諾,0.0
12387,約半年,0.0
12388,薬,0.0
12389,薬禍,-0.747037
12390,薬害エイズ,-0.3
12391,薬効,0.341381
12392,薬師如来,0.34292
12393,躍進,0.310769
12394,躍動感,0.3
12395,愉悦,0.996868
12396,愉快,0.348698
12397,油圧,0.0
12398,油汚れ,-0.3
12399,油断,0.0
12400,油膜,-0.529225
12401,癒着,-0.277954
12402,輸送量,0.0
12403,優,0.988144
12404,優しさ,0.3
12405,優位,0.3
12406,優位性,0.3
12407,優越,0.989105
12408,優越感,0.989495
12409,優雅,0.029301
12410,優雅さ,0.3
12411,優遇,0.0
12412,優遇措置,0.3
12413,優秀,0.995178
12414,優秀賞,0.3
12415,優柔不断,-0.990442
12416,優勝,0.277219
12417,優勝者,0.3
12418,優勢,0.770367
12419,優性,0.0
12420,優先,0.0
12421,優待,0.0
12422,優男,-0.345409
12423,優等,0.991059
12424,優美,0.26721300000000003
12425,優美さ,0.3
12426,勇,0.397554
12427,勇み足,-0.395328
12428,勇敢,0.3
12429,勇気,0.4466560000000001
12430,勇健,0.5554859999999999
12431,勇者,0.0937621
12432,勇戦,0.970269
12433,勇退,0.272942
12434,勇名,0.176525
12435,勇猛,0.455978
12436,勇躍,0.13881400000000002
12437,友愛,0.0740503
12438,友誼,0.24559
12439,友好,0.984706
12440,友好関係,0.3
12441,友好親善,0.3
12442,友情,0.368885
12443,友人,0.119046
12444,友達,0.960503
12445,友達付き合い,0.0
12446,宥和,0.0
12447,幽遠,0.007890000000000001
12448,幽鬼,0.0
12449,幽魂,0.0
12450,幽寂,0.205318
12451,幽愁,-0.983882
12452,幽霊,0.0
12453,幽邃,0.506234
12454,悠悠自適,0.138166
12455,憂,-0.994465
12456,憂い・憂え,-0.3
12457,憂え,-0.3
12458,憂えなし,0.3
12459,憂き目,-0.991795
12460,憂さ,-0.3
12461,憂患,-0.3
12462,憂苦,-0.989766
12463,憂国,-0.155876
12464,憂愁,-0.98406
12465,憂悶,-0.997596
12466,憂慮,-0.254247
12467,憂鬱,-0.833015
12468,有り難さ,0.3
12469,有意義,0.30995300000000003
12470,有意差,0.0
12471,有益,0.98105
12472,有休,0.3
12473,有給,0.147722
12474,有限,0.0
12475,有効,0.3
12476,有効活用,-0.3
12477,有効性,0.3
12478,有効成分,0.3
12479,有効打,0.3
12480,有効利用,0.0
12481,有彩色,0.3
12482,有事,-0.193999
12483,有識,0.0501955
12484,有償,-0.139479
12485,有象無象,0.0
12486,有情,0.130417
12487,有数,0.0
12488,有毒,-0.729388
12489,有難さ,0.3
12490,有望,0.0292062
12491,有名,0.81253
12492,有名どころ,0.3
12493,有名無実,-0.978657
12494,有用,0.229686
12495,有用性,0.3
12496,有利,0.3
12497,有料,-0.220812
12498,有力,0.3
12499,有力選手,0.3
12500,猶予,0.0
12501,猶予期間,0.3
12502,裕福,0.248623
12503,誘い,0.487899
12504,誘拐,-0.535859
12505,誘拐事件,-0.3
12506,誘致,0.0
12507,誘爆,-0.19382
12508,遊び,0.0
12509,遊び感覚,0.0
12510,遊び心,0.3
12511,遊び人,-0.991486
12512,遊惰,-0.721484
12513,遊蕩,-0.992779
12514,遊離,0.0
12515,郵政,0.0
12516,郵政民営化,0.0
12517,雄,0.0
12518,雄健,0.3
12519,雄大,0.70821
12520,雄編,0.0
12521,融資,0.0
12522,融和,0.988992
12523,予後,-0.3
12524,予行演習,0.0
12525,予算内,0.0
12526,予習復習,0.0
12527,予定価格,0.0
12528,予備知識,0.0
12529,予備費,0.0
12530,予報,0.0
12531,予防,0.624505
12532,予防散布,0.0
12533,予防措置,0.3
12534,予約無し,0.0
12535,余,0.0
12536,余り,0.0
12537,余韻,0.0
12538,余栄,0.227543
12539,余寒,-0.33936700000000003
12540,余技,0.0
12541,余慶,0.0
12542,余罪,-0.427013
12543,余情,0.0
12544,余震,-0.591895
12545,余生,0.0
12546,余談,0.0
12547,余地,0.0
12548,余徳,0.082199
12549,余念,-0.637221
12550,余波,-0.469481
12551,余分,0.0
12552,余裕,0.419862
12553,余殃,-0.3
12554,与力,0.0
12555,誉れ,0.997198
12556,預託金,0.0
12557,預貯金,0.3
12558,幼児,0.0
12559,幼弱,-0.997595
12560,幼稚,-0.99444
12561,幼虫,0.0
12562,妖しさ,-0.3
12563,妖怪,-0.989655
12564,妖気,-0.5516340000000001
12565,妖女,0.0
12566,妖精,0.0
12567,妖美,0.457474
12568,妖婦,0.0
12569,妖魔,0.0
12570,妖力,0.0
12571,容易,0.3
12572,容疑,-0.483053
12573,容赦,0.0
12574,容積,0.0
12575,容認,0.0
12576,容量不足,-0.3
12577,揚力,0.0
12578,揺り返し,-0.371038
12579,揺れ,-0.491115
12580,擁護,0.0
12581,擁立,0.0
12582,様子,0.0
12583,様式美,0.3
12584,溶岩流,-0.3
12585,溶連菌,0.0
12586,用,0.0
12587,用なし,-0.3
12588,用意周到,0.3
12589,用語,0.0
12590,用済み,-0.3
12591,用心,0.0
12592,用水,0.0
12593,用途,0.678828
12594,羊頭狗肉,-0.3
12595,羊毛,0.0
12596,要,0.6427
12597,要なし,-0.3
12598,要なし・用なし,-0.3
12599,要介護認定,0.0
12600,要求,-0.621983
12601,要件,0.323647
12602,要職,0.223282
12603,要請行動,0.0
12604,要素,0.0
12605,陽,0.4924770000000001
12606,陽気,0.3
12607,陽性,0.0
12608,陽転,0.0
12609,養鶏場,0.0
12610,養護,0.0
12611,養成,0.0
12612,養生,0.0
12613,養分,0.386476
12614,抑圧,-0.216529
12615,抑制,0.0
12616,抑揚,0.0
12617,抑鬱,-0.3
12618,抑鬱症,-0.6211260000000001
12619,欲,-0.854153
12620,欲しさ,0.0
12621,欲求,0.0
12622,欲求不満,-0.128455
12623,欲情,-0.613913
12624,欲心,-0.5114890000000001
12625,欲望,0.0
12626,浴びせ倒し,0.0
12627,翼賛,0.984253
12628,羅刹,-0.4210060000000001
12629,裸,0.0
12630,裸の王様,0.0
12631,裸一貫,-0.34047
12632,裸女,0.0
12633,裸婦,0.0
12634,来意,0.0
12635,来援,0.0
12636,来世,0.0
12637,来報,0.0
12638,頼み,0.0
12639,頼もしさ,0.3
12640,雷,-0.464378
12641,雷雨,-0.194586
12642,雷撃,-0.261019
12643,雷神,0.0
12644,雷名,0.222098
12645,落ちつき,0.3
12646,落ち込み,-0.3
12647,落ち着き,0.3
12648,落ち度,-0.3
12649,落ち目,-0.423211
12650,落とし穴,-0.3
12651,落下,-0.486806
12652,落果,-0.182979
12653,落球,-0.3
12654,落伍,-0.3
12655,落伍・落後,-0.3
12656,落後,-0.5159159999999999
12657,落差,-0.512794
12658,落車,-0.3
12659,落書き,-0.3
12660,落掌,0.0
12661,落石,-0.132589
12662,落雪,0.0
12663,落選,-0.0221851
12664,落胆,-0.402799
12665,落馬,-0.14463299999999998
12666,落盤,-0.354434
12667,落命,-0.968673
12668,落葉,0.0
12669,落雷,0.0
12670,落輪,-0.3
12671,落魄,-0.996624
12672,乱れ,-0.3
12673,乱れ打ち,0.0
12674,乱開発,-0.3
12675,乱獲,-0.3
12676,乱気流,-0.277469
12677,乱撃,-0.3
12678,乱行,-0.992385
12679,乱高下,-0.3
12680,乱雑,-0.754582
12681,乱視,-0.052958800000000014
12682,乱打,0.0
12683,乱調,-0.202978
12684,乱闘,-0.580735
12685,乱発,-0.3
12686,乱発・濫発,-0.3
12687,乱費,-0.3
12688,乱費・濫費,-0.3
12689,乱舞,0.0
12690,乱文,-0.3
12691,乱暴,-0.999334
12692,乱用,-0.3
12693,乱立,-0.188139
12694,卵巣嚢腫,-0.3
12695,嵐,-0.604338
12696,濫行,-0.3
12697,濫行・乱行,-0.3
12698,濫造,-0.118802
12699,濫発,0.0
12700,濫費,-0.815375
12701,濫用,-0.16249
12702,蘭,0.0
12703,利,0.935754
12704,利運,0.996687
12705,利益,0.8202709999999999
12706,利益率,0.3
12707,利回り,0.23874
12708,利権,0.342015
12709,利潤,0.366531
12710,利点,0.328588
12711,利得,0.46171
12712,利幅,0.181086
12713,利便,0.981406
12714,利便性,0.3
12715,利用,0.0
12716,利用価値,0.3
12717,利用権,0.3
12718,利用効率,0.3
12719,利用時間,0.3
12720,利用者,0.3
12721,利用条件,-0.3
12722,利用制限,-0.3
12723,利用促進,0.0
12724,利用頻度,0.3
12725,利用目的,0.0
12726,利用料,0.0
12727,利用料金,0.0
12728,利欲,0.0
12729,理,0.549163
12730,理解,0.306709
12731,理解力,0.3
12732,理屈,0.0
12733,理屈抜き,0.3
12734,理事,0.0
12735,理性,0.481379
12736,理想,0.173178
12737,理想郷,0.212554
12738,理想像,0.0
12739,理想論,0.0
12740,理知,0.0119821
12741,理念,0.284671
12742,理非,0.0
12743,理不尽,-0.242378
12744,理不尽さ,-0.3
12745,理由,0.0
12746,裏拳,0.0
12747,裏書き,0.0
12748,裏声,0.0
12749,裏切り,-0.3
12750,裏切り者,-0.3
12751,裏付け,0.0
12752,裏門,0.0
12753,里帰り,0.0
12754,離縁,-0.411847
12755,離婚,-0.29683000000000004
12756,離散,-0.292517
12757,離愁,0.0
12758,離職,0.0
12759,離職者,0.0
12760,離脱,0.0
12761,離脱症状,-0.3
12762,離党,0.0
12763,離任,0.0
12764,律,0.0
12765,立ちくらみ,-0.3
12766,立ちすくみ,-0.3
12767,立ち往生,-0.3
12768,立ち技,0.0
12769,立ち合い,0.0
12770,立ち役,0.0
12771,立て役,0.0
12772,立位,0.0
12773,立会人,0.0
12774,立証,0.0
12775,立体感,0.3
12776,立派,0.3
12777,立法,0.0
12778,略奪,-0.995577
12779,流し打ち,0.0
12780,流れ,0.0
12781,流感,-0.5310229999999999
12782,流刑,-0.992217
12783,流血,-0.439811
12784,流行り病,-0.3
12785,流行性感冒,-0.99088
12786,流行病,-0.3
12787,流罪,-0.647796
12788,流産,-0.988743
12789,流出,-0.217964
12790,流動性,0.0
12791,流入,0.0
12792,流用,-0.251644
12793,流謫,-0.6022930000000001
12794,溜め息,-0.3
12795,溜飲,0.0
12796,溜息,0.0
12797,留守,0.0
12798,留置権,0.0
12799,留年,-0.111848
12800,硫黄臭,0.0
12801,隆昌,0.993836
12802,隆盛,0.992563
12803,竜巻,-0.385058
12804,竜神,0.0
12805,旅行,0.857044
12806,旅行気分,0.3
12807,旅行者,0.0
12808,旅愁,0.0
12809,旅情,0.0351851
12810,旅疲れ,-0.3
12811,旅費,0.0
12812,了解,0.0
12813,了承,0.0
12814,両極,0.0
12815,両極端,0.0
12816,両成敗,0.0
12817,両生類,0.0
12818,両全,0.112652
12819,両雄,0.969061
12820,両立,0.0866705
12821,料金,-0.676077
12822,料理,0.0
12823,梁上の君子,-0.996545
12824,涼,0.0
12825,涼しげ,0.3
12826,涼しさ,0.3
12827,涼感,0.0990819
12828,涼風,0.0
12829,療法,0.0
12830,療養生活,0.0
12831,良,0.729935
12832,良さ,0.3
12833,良縁,0.971758
12834,良型,0.3
12835,良好,0.992491
12836,良材,0.985758
12837,良作,0.3
12838,良識,0.978848
12839,良質,0.992928
12840,良心,0.149194
12841,良性,0.0
12842,良智良能,0.3
12843,良能,0.99501
12844,良否,0.0
12845,良品,0.988197
12846,量,0.880877
12847,量感,0.053137
12848,量刑,-0.468946
12849,領土,0.0
12850,力,0.84291
12851,力ずく,-0.323792
12852,力学的,0.0
12853,力関係,0.0
12854,力技,0.0
12855,力強さ,0.3
12856,力攻め,0.0
12857,力作,0.364249
